,search_term,title,author,publisher,ratings_count,average_rating,pub_date,pub_year
0,Steel Crow Saga,Steel Crow Saga,Paul   Krueger,Del Rey Books,1729,4.01,"('9', '24', '2019')",2019
0,AN UNKINDNESS OF GHOSTS,An Unkindness of Ghosts,Rivers Solomon,Akashic Books,8179,4.01,"('10', '3', '2017')",2017
0,THE DEEP,"The Deep End of the Ocean (Cappadora Family, #1)",Jacquelyn Mitchard,Penguin Books,114259,3.87,"('10', '1', '1999')",1999
1,THE DEEP,"A Fire Upon the Deep (Zones of Thought, #1)",Vernor Vinge,Tor Science Fiction,47069,4.14,"('8', '31', '2010')",2010
2,THE DEEP,"Sky in the Deep (Sky in the Deep, #1)",Adrienne Young,Wednesday Books,22106,4.00,"('4', '24', '2018')",2018
3,THE DEEP,The Narrow Road to the Deep North,Richard Flanagan,Vintage Australia,33673,4.01,"('9', '23', '2013')",2013
4,THE DEEP,The Wicked Deep,Shea Ernshaw,Simon Pulse,18265,3.83,"('3', '6', '2018')",2018
5,THE DEEP,The Deep,Rivers Solomon,Gallery / Saga Press,10424,3.80,"('11', '5', '2019')",2019
6,THE DEEP,The Hidden Reality: Parallel Universes and the Deep Laws of the Cosmos,Brian Greene,Knopf,15345,4.09,"('1', '25', '2011')",2011
7,THE DEEP,"In Too Deep (The 39 Clues, #6)",Jude Watson,Scholastic Inc.,40643,4.03,"('11', '3', '2009')",2009
8,THE DEEP,"Into the Drowning Deep (Rolling in the Deep, #1)",Mira Grant,Orbit,10693,4.01,"('11', '14', '2017')",2017
9,THE DEEP,"Between the Devil and the Deep Blue Sea (Between, #1)",April Genevieve Tucholke,Dial,12153,3.56,"('8', '15', '2013')",2013
10,THE DEEP,"Other Minds: The Octopus, the Sea, and the Deep Origins of Consciousness",Peter Godfrey-Smith,"Farrar, Straus and Giroux",9015,3.86,"('12', '6', '2016')",2016
11,THE DEEP,"Into the Deep (Into the Deep, #1)",Samantha Young,Samantha Young,21157,4.06,"('8', '9', '2013')",2013
12,THE DEEP,The Girl the Sea Gave Back (Sky in the Deep #2),Adrienne Young,Wednesday Books,4929,3.58,"('9', '3', '2019')",2019
13,THE DEEP,The Deep,Nick Cutter,Gallery Books,9182,3.37,"('1', '13', '2015')",2015
14,THE DEEP,"Sweet Tooth, Volume 1: Out of the Deep Woods",Jeff Lemire,Vertigo,14027,3.92,"('5', '18', '2010')",2010
15,THE DEEP,"The Deep Blue Good-By (Travis McGee, #1)",John D. MacDonald,Ballantine Books,9479,3.91,"('5', '31', '1995')",1995
16,THE DEEP,"Out of the Shallows (Into the Deep, #2)",Samantha Young,,8230,3.79,"('4', '10', '2014')",2014
17,THE DEEP,"Rolling in the Deep (Rolling in the Deep, #0.5)",Mira Grant,Subterranean Press,3777,4.00,"('4', '6', '2015')",2015
18,THE DEEP,"No Time to Die & The Deep End of Fear (Dark Secrets, #3-4)",Elizabeth Chandler,Simon Pulse,8940,4.25,"('5', '4', '2010')",2010
19,THE DEEP,The Vicious Deep (The Vicious Deep #1),Zoraida Córdova,Sourcebooks Fire,3033,3.68,"('5', '1', '2012')",2012
0,SORROWLAND,Sorrowland,Rivers Solomon,,3,4.67,"(None, None, '2021')",2021
1,SORROWLAND,Sorrowlands: Flora & the Demi-Gods,Iris Woodbury,,11,4.64,"(None, None, None)",
2,SORROWLAND,Sorrowland,Don Alexander,Independently Published,0,0.00,"('3', '24', '2019')",2019
3,SORROWLAND,Sorrowland: The Fall of America,Don Alexander,Createspace Independent Publishing Platform,0,0.00,"('2', '22', '2010')",2010
0,GRAVITY'S HEIR,Gravity's Heir,Sara T. Bond,,28,4.19,"(None, None, None)",
0,Evolution's Darling,Evolution's Darling,Scott Westerfeld,Running Press,449,3.52,"('4', '3', '2000')",2000
1,Evolution's Darling,"The Affair (The Evolution of Sin Trilogy, #1)",Giana Darling,,1284,4.18,"('2', '14', '2016')",2016
2,Evolution's Darling,"The Secret (The Evolution of Sin, #2)",Giana Darling,Self-published,652,4.33,"('5', '16', '2016')",2016
3,Evolution's Darling,The Consequence (The Evolution of Sin #3),Giana Darling,Giana Darling,544,4.30,"('5', '11', '2017')",2017
4,Evolution's Darling,The Evolution of Sin: The Complete Box Set (The Evolution of Sin #1-3),Giana Darling,,189,4.59,"('7', '28', '2017')",2017
5,Evolution's Darling,Evolution of Housing Estate Roads,Giles Darling,,0,0.00,"(None, None, None)",
6,Evolution's Darling,SANGUINE FLUID: EVOLUTION OF DEATH: Double Novel Edition,Sissy Darling,Lulu,0,0.00,"('4', '7', '2009')",2009
7,Evolution's Darling,The Evolution Of Teacher Policy,Linda Darling-Hammond,,0,0.00,"(None, None, None)",
8,Evolution's Darling,Origin and Evolution of Viruses,Esteban Domingo,Routledge,0,4.50,"('1', '1', '2013')",2013
0,"Risen Empire, The Killing of Worlds","The Succession Duology: The Risen Empire, The Killing of Worlds",Scott Westerfeld,Tor Books,0,3.33,"('3', '13', '2018')",2018
0,The Untamed Shore,"Cape Cod Wildlife: A History of of Untamed Forests, Seas and Shores",Theresa Mitchell Barbo,History Press (SC),2,4.50,"('6', '19', '2012')",2012
0,Signal to Noise,Signal to Noise,Silvia Moreno-Garcia,Solaris,1767,3.72,"('2', '10', '2015')",2015
1,Signal to Noise,Signal to Noise,Neil Gaiman,Dark Horse Comics,3243,3.84,"('4', '1', '1993')",1993
2,Signal to Noise,Signal to Noise,Eric S. Nylund,Harper Voyager,849,4.06,"('6', '1', '1999')",1999
3,Signal to Noise,"Signal to Noise (Psionic Frequency, #1)",Talya Andor,Less Than Three Press LLC,234,3.78,"('10', '17', '2012')",2012
4,Signal to Noise,"Signal to Noise (Warhammer 40,000)",C.Z. Dunn,,24,3.96,"(None, None, None)",
5,Signal to Noise,Signal to Noise (ReMade #2.2),Matthew  Cody,Serial Box Publishing,16,4.12,"('11', '22', '2017')",2017
6,Signal to Noise,Signal to Noise,Gordon Bonnet,,18,3.47,"('10', '11', '2011')",2011
7,Signal to Noise,Signal to Noise (ReMade Season 2 Episode 2),Matthew Cody,,1,5.00,"(None, None, None)",
8,Signal to Noise,Signal to Noise,Carla Sinclair,HarperCollins Publishers,7,2.29,"('10', '1', '1997')",1997
9,Signal to Noise,"Articles on 1989 in Comics, Including: The Sandman (Vertigo), Eightball (Comics), Signal to Noise, What If (Comics), L.E.G.I.O.N., Hawkworld, Batman: Legends of the Dark Knight, Moon Knight, the Adventures of Bayou Billy",Hephaestus Books,Hephaestus Books,1,5.00,"('9', '28', '2011')",2011
10,Signal to Noise,Signal to Noise,Jonathan Lyons,The Foundry: A Literary Collective,4,4.25,"('12', '28', '2011')",2011
11,Signal to Noise,Signal to Noise,Terry Winters,Charta,2,5.00,"('2', '28', '2010')",2010
12,Signal to Noise,Communication Systems: An Introduction To Signals And Noise In Electrical Communication,A. Bruce Carlson,McGraw-Hill Companies,0,3.83,"('1', '1', '1986')",1986
13,Signal to Noise,"Articles on Eisner Award Winners for Best Graphic Album: New, Including: Acme Novelty Library, Signal to Noise, a Small Killing, Batman: The Killing Joke, Blankets (Comics), Stuck Rubber Baby, Top 10: The Forty-Niners, Fax from Sarajevo",Hephaestus Books,Hephaestus Books,0,0.00,"('8', '30', '2011')",2011
14,Signal to Noise,Signal to Noise,Alara J Rogers,Fimfiction,0,0.00,"('8', '13', '2014')",2014
15,Signal to Noise,The Quick Frog Day Trading Strategy: a mechanical system based on statistics and the signal to noise ratio,Kenneth Long,,2,4.50,"(None, None, None)",
16,Signal to Noise,"An Introduction to Information Theory: Symbols, Signals and Noise",John Robinson Pierce,Dover Publications,547,3.91,"('11', '1', '1980')",1980
17,Signal to Noise,"Performance of Orthogonal Frequency Division Multiplexing in a High Noise, Low Signal-to-Noise Ratio Environment with Co-channel Interference",Andrew G. Grant,,1,2.00,"(None, None, None)",
18,Signal to Noise,Signal to Noise Ratio,Brady Robertson,,0,0.00,"(None, None, None)",
19,Signal to Noise,"Advanced study of video signal processing in low signal to noise environments Semiannual progress report, Jun. - Nov. 1970",R. Bowden,,0,0.00,"(None, None, None)",
0,Sword Stone Table,Sword Stone Table,Jenn Northington,,2,4.00,"(None, None, '2021')",2021
0,Repo Virtual,Repo Virtual,Corey J. White,Tor.com,101,3.68,"('4', '21', '2020')",2020
1,Repo Virtual,Repo Virtual Sneak Peek: Free Ebook Preview,Corey J. White,,2,4.00,"(None, None, None)",
2,Repo Virtual,"Virtual and Augmented Reality in Libraries (Library Technology Reports, Vol. 54, No. 6)",Hannah Pope,ALA TechSource,0,0.00,"('8', None, '2018')",2018
3,Repo Virtual,Virtual reality PREDICTIVE ANALYTICS REPORT,Gerard Blokdijk,,0,0.00,"(None, None, None)",
4,Repo Virtual,Report on Forum 2000 Fluid Properties for New Technologies - Connecting Virtual Design with Physical Reality,NIST,Createspace,0,0.00,"('1', '17', '2014')",2014
5,Repo Virtual,Repositorio de Objetos Virtuales de Aprendizaje Como Apoyo Pedagogico,Delgado Gonzalez Ivan Andres,Editorial Academica Espanola,0,0.00,"('4', '21', '2015')",2015
6,Repo Virtual,"Spanischer Film: Virtual Nightmare - Open Your Eyes, Fur Ein Paar Dollar Mehr, Beruf: Reporter, Die Papstin, Zwei Glorreiche Halunken",Quelle Wikipedia,"Books LLC, Wiki Series",0,0.00,"('8', '30', '2011')",2011
7,Repo Virtual,"The Challenge of Nonterritorial and Virtual Conflicts: Rethinking Counterinsurgency and Counterterrorism, JSOU Report 11-2",Stephen Sloan,Jsou Press,0,0.00,"('12', '1', '2010')",2010
8,Repo Virtual,Virtual Reality Tech Market Short Report,matsutanikyoko,,0,0.00,"(None, None, None)",
9,Repo Virtual,APPLICATION VIRTUALIZATION PRODUCTS – MARKET INTEREST TREND: A REPORT,CURIOSITY PUBLISHERS,,1,1.00,"(None, None, None)",
10,Repo Virtual,DEVOPS VIRTUALIZATION TOOLS - MARKET INTEREST TREND: A REPORT,CURIOSITY PUBLISHERS,,1,3.00,"(None, None, None)",
11,Repo Virtual,Virtual Report Processing: The Mapper Story,Louis Schlueter,Xlibris Corporation,0,0.00,"('4', '19', '2001')",2001
12,Repo Virtual,VIRTUAL REALITY CONCEPTS - MARKET DEMAND TREND: A REPORT,CURIOSITY PUBLISHERS,,0,0.00,"(None, None, None)",
13,Repo Virtual,Experimental Research in Financial Reporting: From the Experimental Laboratory to the Virtual World,Robert  Bloomfield,Now Publishers,0,0.00,"('4', '9', '2009')",2009
14,Repo Virtual,Record to report Virtualization Complete Self-Assessment Guide,Gerardus Blokdyk,5starcooks,0,0.00,"('2', '9', '2019')",2019
15,Repo Virtual,"Virtual Currencies - Emerging Regulatory, Law Enforcement, and Consumer Protection Challenges: Report to the Committee on Homeland Security and Governmental Affairs, U.S. Senate.",U.S. Government Accountability Office,Createspace Independent Publishing Platform,0,0.00,"('7', '29', '2017')",2017
16,Repo Virtual,Virtual America What Every Church Leader Needs to Know About Ministering in an Age of Spiritual and Technological Revolution (Barna Report),George Barna,Regal Books,1,3.00,"('6', '1', '1994')",1994
17,Repo Virtual,Experimental Research in Financial Reporting: From the Laboratory to the Virtual World,Robert Bloomfield,Now Publishers,0,0.00,"('5', '14', '2014')",2014
18,Repo Virtual,Virtual Worlds in Higher Education: Market and Implementation Industry Reports Series,Sarah Robbins,Focal Press,0,0.00,"('4', '27', '2009')",2009
19,Repo Virtual,Collaborative Learning in Virtual Environments (CBLU Technical Report),Tim Barker,,0,0.00,"(None, None, None)",
0,The Nine Realms,"A Queen in Hiding (The Nine Realms, #1)",Sarah Kozloff,Tor Books,973,3.78,"('1', '21', '2020')",2020
1,The Nine Realms,"Flames of Chaos (Legacy of the Nine Realms, #1)",Amelia Hutchins,Amazon Digital Services,1514,4.30,"('1', '20', '2020')",2020
2,The Nine Realms,"Ashes of Chaos (Legacy of the Nine Realms, #2)",Amelia Hutchins,,505,4.52,"('9', '29', '2020')",2020
3,The Nine Realms,"The Queen of Raiders (The Nine Realms, #2)",Sarah Kozloff,Tor Books,458,4.27,"('2', '18', '2020')",2020
4,The Nine Realms,"The Cerulean Queen (The Nine Realms, #4)",Sarah Kozloff,Tor Books,351,4.22,"('4', '21', '2020')",2020
5,The Nine Realms,"A Broken Queen (The Nine Realms, #3)",Sarah Kozloff,Tor Books,379,4.22,"('3', '24', '2020')",2020
6,The Nine Realms,Accession of the Stone Born: Nine Realms Saga (Vigiles Urbani Chronicles Book 1),Ken Lange,,326,4.29,"(None, None, None)",
7,The Nine Realms,"Ruins of Chaos (Legacy of the Nine Realms, #3)",Amelia Hutchins,,14,5.00,"('11', None, '2020')",2020
8,The Nine Realms,"Storm of Ecstasy (The Guardians of the Realms, #9)",Setta Jay,,310,4.42,"('7', '15', '2016')",2016
9,The Nine Realms,The Wanderer Awakens: Nine Realms Saga (Warden Global #1),Ken Lange,Amazon Digital Services,69,3.93,"('11', '15', '2016')",2016
10,The Nine Realms,"A Child of Two Worlds (The Nine Realms Series, #1)",Mark  Cole,Mark/Cole,44,3.66,"('9', '15', '2013')",2013
11,The Nine Realms,The King's Slave (The Nine Realms #1),AerithSage,Wattpad,59,4.54,"(None, None, None)",
12,The Nine Realms,Forged in Shadow (The War of the Nine Faerie Realms #1),Megan Haskell,Trabuco Ridge Press,20,4.50,"('4', '6', '2020')",2020
13,The Nine Realms,Rise of the Storm Bringer: Nine Realms Saga (Warden Global #2),Ken Lange,Amazon Digital Services,47,4.34,"('4', '4', '2017')",2017
14,The Nine Realms,"The Libram of Fate (The Nine Realms Series, #2)",Mark  Cole,,24,4.33,"(None, None, None)",
15,The Nine Realms,Earth on Fire (The Nine Realms Book 3),Mark  Cole,,20,4.00,"(None, None, None)",
16,The Nine Realms,"Battle For The Nine Realms: A Middang3ard Boxed Set: Never Split The Party, Late To The Party, It's My Party",Ramy Vance,,24,4.38,"(None, None, None)",
17,The Nine Realms,Children of the Storm: Nine Realms Saga (Warden Global Book 3),Ken Lange,,38,4.34,"(None, None, None)",
18,The Nine Realms,"Warrior Prince (The Nine Realms of the Uti, #1)",Kaitlyn O'Connor,,15,3.87,"(None, None, None)",
19,The Nine Realms,"Establishment in the Regal Pill Palace (Sovereign of the Three Realms, #9)",Li Tian,,57,4.00,"(None, None, None)",
0,A Conspiracy of Truths + A Choir of Lies,"A Choir of Lies (A Conspiracy of Truths, #2)",Alexandra Rowland,Gallery / Saga Press,281,4.32,"('9', '10', '2019')",2019
0,Here and Now and Then,Here and Now and Then,Mike Chen,Mira Books,1387,3.76,"('1', '29', '2019')",2019
1,Here and Now and Then,Free Energy Here and Now and then Velocity Power sources,Pat   Sullivan,,3,3.33,"(None, None, None)",
2,Here and Now and Then,Journaling Here And There Now And Then,Beverly V. Garber,,0,0.00,"(None, None, None)",
3,Here and Now and Then,Free Energy Here and Now and then: Velocity power sources,Patrick Sullivan,Patrick Sullivan,0,0.00,"('6', '25', '2012')",2012
4,Here and Now and Then,"Here and Now, There and Then: Poetry & Writings of a Son and His Father",James Douglas Owens Sr.,iUniverse.com,0,0.00,"('6', '26', '2009')",2009
5,Here and Now and Then,Here and Now and Then,Richard Long,Haunch of Venison,0,0.00,"('9', '1', '2003')",2003
6,Here and Now and Then,"Here and There, Now and Then: tiny tales of life, love, loss and other inscrutables",Joan M. Freimuth,,0,0.00,"(None, None, None)",
7,Here and Now and Then,"Here & Now, Then & There: A Collection of Short Stories",Jerry Henderson,Ideas Into Books Westview,0,0.00,"('8', '24', '2015')",2015
8,Here and Now and Then,Journaling Here and There Now and Then,Beverly V. Garber,Authorhouse,0,0.00,"('5', '24', '2004')",2004
9,Here and Now and Then,FREE ENERGY HERE AND NOW AND THEN: VELOCITY POWER SOURCES: A HISTORY OF FREE ENERGY MACHINES AND THE INVENTORS THAT BUILT THEM,Pat Sullivan,,0,0.00,"(None, None, None)",
10,Here and Now and Then,"Translation: Here and There, Now and Then",Edith McMorran,Intellect Ltd,0,0.00,"('1', '15', '1996')",1996
11,Here and Now and Then,"Honest Advent: Awakening to the Wonder of God-with-Us Then, Here, and Now",Scott Erickson,Zondervan,10,4.60,"('10', '20', '2020')",2020
12,Here and Now and Then,Here and Now...There and Then: A Lecture Series on Revelation - Listening Guide,Beth Moore,,296,4.47,"(None, None, None)",
13,Here and Now and Then,Now and Then: From Coney Island to Here: A Memoir,Joseph Heller,,201,3.54,"(None, None, None)",
14,Here and Now and Then,"Now Then, Sir, Here's Your Aphrodisiac 1 (Yaoi Manga) (At the Class President's Beck and Call Book 4)",Chisa Otomi,,11,3.36,"(None, None, None)",
15,Here and Now and Then,"Now Then, Sir, Here's Your Aphrodisiac 2 (Yaoi Manga) (At the Class President's Beck and Call Book 5)",Chisa Otomi,,9,3.33,"(None, None, None)",
16,Here and Now and Then,"Articles on Mordecai Richler, Including: Solomon Gursky Was Here, Barney's Version (Novel), the Apprenticeship of Duddy Kravitz (Book), Joshua Then and Now, Cocksure, the Incomparable Atuk, St. Urbain's Horseman, Son of a Smaller Hero",Hephaestus Books,Hephaestus Books,6,3.67,"('10', '1', '2011')",2011
17,Here and Now and Then,Love Beyond Time/There And Now/Here And Then/The Leopard's Woman,Linda Lael Miller,Mills  Boon Special Release,5,4.17,"('12', '1', '2014')",2014
18,Here and Now and Then,"Aahang: A Dozen Stories from Here, There, Now and Then (First)",Rajnish Kumar,,5,3.80,"(None, None, None)",
0,A Beginning At The End,A Beginning at the End,Mike Chen,Mira Books,496,3.55,"('1', '14', '2020')",2020
1,A Beginning At The End,Enter at Your Own Risk: The End Is the Beginning,Alex Scully,Firbolg Publishing,12,4.42,"('4', '28', '2014')",2014
2,A Beginning At The End,"From Pope John Paul II to Benedict XVI: An Inside Look at the End of an Era, the Beginning of a New One, and the Future of the Church",Mary Ann Walsh,Sheed & Ward,1,1.00,"('11', '10', '2005')",2005
3,A Beginning At The End,"Racism, Where Is Your Sting?: A provocative look at the beginning and the end of racism",Eric Tangumonkem,,2,5.00,"(None, None, None)",
4,A Beginning At The End,Nearing The End of the Beginning: Are these the last days? A look at God's Prophetic Calendar,Ray James,,0,0.00,"(None, None, None)",
5,A Beginning At The End,At Mission's End: The beginning of a path not yet taken (Knight in Dented Armor Book 1),Vickie Stewart,,0,0.00,"(None, None, None)",
6,A Beginning At The End,At The End of The Rope: Is a New Beginning,Kristin Miorkey,Smashwords Edition,0,0.00,"('4', '11', '2015')",2015
7,A Beginning At The End,How to Be a Dream Lover and Not an Orangutan at the Piano: The End of Male Performance Anxiety and the Beginning of Lifelong Sexual Pleasure for Every Couple,James Lewis,Balboa Press,0,0.00,"('3', '29', '2017')",2017
8,A Beginning At The End,"The Scent of Rain-Essence of Hope: Hope for a new beginning when life feels at an end. Discover How to regain your purpose, reclaim your passion, renew your life.",E David Simons,Scent of Rain Publishing Company,0,0.00,"('1', '14', '2020')",2020
9,A Beginning At The End,"The history of the world: : the second part, in six books: being a continuation of the famous History of Sir Walter Raleigh... beginning where he left; viz. at the end of the Macedonian kindom, and deduced to these later-times; that is, from the year of t",Alexander  Ross,,0,0.00,"(None, None, None)",
10,A Beginning At The End,"A Treatise of Conversion, Faith and Justification, &C: Being an Extract of Sundry Discourses on ROM. V. 5. Delivered at Oxford in the Latter End of the Year 1741, and Beginning of 1742 (Classic Reprint)",John Campbell,Forgotten Books,0,0.00,"('1', '11', '2018')",2018
11,A Beginning At The End,Beginnings at the End: A Twelve-Step Design for Living at the End of Your Life,Michael Appleton,Hats Off Books,0,0.00,"('10', '4', '2004')",2004
12,A Beginning At The End,How to Be a Dream Lover and Not an Orangutan at the Piano: The End of Male Performance Anxiety and the Beginning of Lifelong Sexual Pleasure for Every Couple,James Lewis,Balboa Press,0,0.00,"('3', '29', '2017')",2017
13,A Beginning At The End,From National Cultural Center to Kennedy Center: At the Front End of the Beginning,Jarold A. Kieffer,,0,0.00,"(None, None, None)",
0,We Could Be Heroes,We Could Be Heroes,Mike Chen,MIRA,2,4.08,"('1', '26', '2021')",2021
1,We Could Be Heroes,We Could Be Heroes,Harmon Cooper,,108,3.97,"(None, None, None)",
2,We Could Be Heroes,We Could Be Heroes,Margaret Finnegan,Atheneum Books for Young Readers,86,4.02,"('2', '25', '2020')",2020
3,We Could Be Heroes,We could be heroes,Laura Kuhn,Carlsen Verlag,121,3.62,"('3', '24', '2017')",2017
4,We Could Be Heroes,We Could Be Heroes 2,Harmon Cooper,,54,4.46,"(None, None, None)",
5,We Could Be Heroes,David Bowie: We Could Be Heroes: The Stories Behind Every David Bowie Song,Chris Welch,Da Capo Press,46,3.60,"('11', '11', '1999')",1999
6,We Could Be Heroes,"The Descendants Collection 1: We Could Be Heroes (The Descendants, #1)",Landon Porter,Paradox-Omni Entertainment,35,3.86,"('5', '5', '2011')",2011
7,We Could Be Heroes,We Could Be Heroes,Sarah  Dale,Burning Willow Press,18,4.84,"('1', '23', '2016')",2016
8,We Could Be Heroes,Mameshiba: We Could Be Heroes,James        Turner,Perfect Square,37,3.95,"('7', '3', '2012')",2012
9,We Could Be Heroes,"We Could Be Heroes: One Van, Two Blokes and Twelve World Championships",Ben Dirs,Pan Macmillan,17,3.96,"('7', '3', '2009')",2009
10,We Could Be Heroes,We Could Be Heroes,Ben Dirs,Pan Publishing,9,3.33,"('7', '1', '2009')",2009
11,We Could Be Heroes,We Could Be Heroes,Alison Bond,,4,4.25,"(None, None, None)",
12,We Could Be Heroes,We Could Be Heroes: A Collection of Poetry and Short Fiction,Justin McCain,,2,5.00,"(None, None, None)",
13,We Could Be Heroes,We Could Be Heroes: A Collection of Poetry and Short Fiction,MR Justin McCain,Justin T. McCain,0,0.00,"('10', '23', '2015')",2015
14,We Could Be Heroes,We Could Be Heroes,Tom Fordyce,,1,3.00,"(None, None, None)",
15,We Could Be Heroes,TSURUFOTO NUDIEZINE Issue No. 3 Special Edition: We Could Be Heroes...,Aaron Driggers,,0,0.00,"(None, None, None)",
16,We Could Be Heroes,"We Could Be Heroes (We Could Be Series, #1)",Omegathyst,Wattpad,0,0.00,"('9', '15', '2015')",2015
17,We Could Be Heroes,"Griffin, Georgia: We Could Have Been Famous... Volume 2: Heroes, 1890-1949",Kyl Cobb,,1,4.00,"(None, None, None)",
0,Killing Gravity,"Killing Gravity (The Voidwitch Saga, #1)",Corey J. White,Tor.com,1795,3.61,"('5', '9', '2017')",2017
0,Void Black Shadow,"Void Black Shadow (Voidwitch Saga, #2)",Corey J. White,Tor.com,401,3.84,"('3', '27', '2018')",2018
0,Static Ruin,"Static Ruin (The Voidwitch Saga, #3)",Corey J. White,Tor.com,278,3.97,"('11', '6', '2018')",2018
0,Tales in Firelight and Shadow,Tales in Firelight and Shadow,Alexis Brooks De Vita,Double Dragon Publishing,3,5.00,"('10', '7', '2014')",2014
1,Tales in Firelight and Shadow,Tales In Firelight And Shadow,Alexis Brooks De Vita,,0,0.00,"(None, None, None)",
0,Room Little Darker,Room Little Darker,June Caldwell,,109,3.66,"(None, None, None)",
1,Room Little Darker,"Jeu Video Erotique: Eroge, Little Busters!, Kanon, Ef - A Fairy Tale of the Two, One: Kagayaku Kisetsu E, Shuffle!, Dark Room Sex Game",Source Wikipedia,"Books LLC, Wiki Series",0,0.00,"('8', '24', '2011')",2011
2,Room Little Darker,DARK: THE little boy was afraid to go into the dark room on the other side of the hall.,Nouaoui Khedidja,,0,0.00,"(None, None, None)",
0,Room Little Darker,Room Little Darker,June Caldwell,,109,3.66,"(None, None, None)",
1,Room Little Darker,"Jeu Video Erotique: Eroge, Little Busters!, Kanon, Ef - A Fairy Tale of the Two, One: Kagayaku Kisetsu E, Shuffle!, Dark Room Sex Game",Source Wikipedia,"Books LLC, Wiki Series",0,0.00,"('8', '24', '2011')",2011
2,Room Little Darker,DARK: THE little boy was afraid to go into the dark room on the other side of the hall.,Nouaoui Khedidja,,0,0.00,"(None, None, None)",
0,A Tip for the Hangman,A Tip for the Hangman,Allison Epstein,Doubleday Books,7,4.71,"('2', '9', '2021')",2021
1,A Tip for the Hangman,A Tip for the Hangman: A Novel of Christopher Marlowe,Allison Epstein,Doubleday Books,0,0.00,"('2', '1', '2021')",2021
0,Motherland,"Y: The Last Man, Vol. 9: Motherland",Brian K. Vaughan,Vertigo,23500,4.26,"('5', '9', '2007')",2007
1,Motherland,Motherland Fatherland Homelandsexuals,Patricia Lockwood,Penguin Books,1875,3.81,"('5', '27', '2014')",2014
2,Motherland,Motherland,Maria Hummel,Counterpoint,1847,3.79,"('1', '14', '2014')",2014
3,Motherland,"Motherland: A Memoir of Love, Loathing, and Longing",Elissa Altman,Ballantine Books,447,3.83,"('8', '6', '2019')",2019
4,Motherland,Motherland,Amy Sohn,Simon  Schuster,971,2.85,"('8', '14', '2012')",2012
5,Motherland,"A Motherland's Daughter, A Fatherland's Son",Ellie Midwood,,912,4.50,"(None, None, None)",
6,Motherland,Motherland,William Nicholson,Simon  Schuster,388,3.51,"('4', '9', '2013')",2013
7,Motherland,"Heirs of the Motherland (The Russians, #4)",Judith Pella,Bethany House Publishers,1077,4.19,"('1', '1', '2001')",2001
8,Motherland,Motherland: Beyond the Holocaust: A Mother-Daughter Journey to Reclaim the Past,Fern Schumer Chapman,Penguin Books,239,4.01,"('4', '1', '2001')",2001
9,Motherland,Motherland,Vineeta Vijayaraghavan,Soho Press,203,3.43,"('7', '1', '2003')",2003
10,Motherland,Motherland,Jo McMillan,John Murray Press,108,2.98,"('7', '2', '2015')",2015
11,Motherland,"Motherland (Natalya Ivanova Thriller, #1)",G.D. Abson,MIRROR BOOKS,130,3.79,"('4', '26', '2018')",2018
12,Motherland,Motherland: Growing Up With the Holocaust,Rita Goldberg,The New Press,50,3.81,"('4', '7', '2015')",2015
13,Motherland,"The Russians: The Crown and the Crucible / A House Divided / Travail and Triumph / Heirs of the Motherland / The Dawning of Deliverance (The Russians, #1-5)",Michael R. Phillips,,139,4.39,"(None, None, None)",
14,Motherland,"Battlefields, Volume 6: Motherland",Garth Ennis,Dynamite Entertainment,99,3.83,"('2', '1', '2011')",2011
15,Motherland,Motherland,Paul Theroux,,51,3.41,"(None, None, None)",
16,Motherland,"Operation Motherland (The Afterblight Chronicles, #6)",Scott K. Andrews,Abaddon Books,107,3.96,"('7', '17', '2009')",2009
17,Motherland,Motherland Hotel,Yusuf Atılgan,,44,3.97,"(None, None, None)",
18,Motherland,Motherland,Rita Goldberg,Halban,22,3.89,"(None, None, None)",
19,Motherland,Sergei: A Very Russian Romance (Sons of the Motherland #1),Victoria  Wright,,66,3.62,"(None, None, None)",
0,Sharp Objects,Sharp Objects,Gillian Flynn,Broadway Paperbacks,380854,3.98,"(None, None, '2006')",2006
1,Sharp Objects,"The Complete Gillian Flynn: Gone Girl, Dark Places, Sharp Objects",Gillian Flynn,,3736,4.27,"(None, None, None)",
2,Sharp Objects,Husbands and Other Sharp Objects,Marilyn Simon Rothstein,,2220,3.98,"(None, None, None)",
3,Sharp Objects,"The Novels of Gillian Flynn: Sharp Objects, Dark Places",Gillian Flynn,Crown Publishing Group,2539,4.15,"('7', '31', '2012')",2012
4,Sharp Objects,Sharp Objects: A Novel by Gillian Flynn | Summary & Analysis,Book*Sense,,277,3.92,"(None, None, None)",
5,Sharp Objects,Sharp Objects: by Gillian Flynn BookNotes: A Summary Guide,BookNotes,,15,3.80,"(None, None, None)",
6,Sharp Objects,Gillian Flynn's Sharp Objects A Novel Summary,Ant Hive Media,Smashwords Edition,3,4.75,"('7', '18', '2015')",2015
7,Sharp Objects,An Unauthorized Guide to Gillian Flynn: A Short Biography of the Author of Gone Girl and Sharp Objects [Article],Malcolm Stone,,1,3.00,"('4', '28', '2014')",2014
8,Sharp Objects,Sharp Objects,Sharen Bearden,,1,5.00,"(None, None, None)",
9,Sharp Objects,Gillian Flynn's Sharp Objects - For Fans (Trivia-On-Books),Trivion Books,,3,4.00,"(None, None, None)",
