,search_term,title,author,publisher,ratings_count,average_rating,pub_date,pub_year
0,Hazel Bly,Hazel Bly and the Deep Blue Sea,Ashley Herring Blake,"Little, Brown Books for Young Readers",8,4.62,"('5', '25', '2021')",2021
1,Hazel Bly,A Case of Poisons (Anthony Maxwell #1),Hazel B. West,Createspace,23,3.79,"('6', '3', '2013')",2013
2,Hazel Bly,Blood Ties (Modern Tales of Na Fianna #1),Hazel B. West,Createspace Independent Publishing Platform,20,4.26,"('2', '16', '2016')",2016
3,Hazel Bly,Henry Ford: Young Man With Ideas (Childhood of Famous Americans),Hazel B. Aird,Aladdin,110,4.00,"('10', '31', '1986')",1986
4,Hazel Bly,By Blood or By Bond (By Blood or By Bond),Hazel B. West,Createspace,13,3.77,"('12', '12', '2012')",2012
5,Hazel Bly,On a Foreign Field: A Story of Loyalty and Brotherhood,Hazel B. West,Createspace,25,4.18,"('7', '25', '2012')",2012
6,Hazel Bly,Wolfsblood,Hazel B. West,Createspace,7,3.80,"('6', '26', '2014')",2014
7,Hazel Bly,Ballad of the Highwayman (Highwaymen #1),Hazel B. West,Createspace,5,3.86,"('10', '29', '2011')",2011
8,Hazel Bly,An Earthly King (Modern Tales of Na Fianna #2),Hazel B. West,,10,4.40,"('10', '31', '2016')",2016
9,Hazel Bly,Flower of the Underworld,Hazel B. West,,4,3.86,"('4', '23', '2019')",2019
10,Hazel Bly,The New Emperor's Concerto (Concerto #1),Hazel B. West,,5,5.00,"('3', '24', '2020')",2020
11,Hazel Bly,Freedom Come All Ye: A Tale of William Wallace,Hazel B. West,Createspace Independent Publishing Platform,5,4.00,"('8', '2', '2011')",2011
12,Hazel Bly,Come Marching Home,Hazel B. West,,5,4.60,"('10', None, '2020')",2020
13,Hazel Bly,To Save a Life (By Blood or By Bond #0.1),Hazel B. West,Hazel B. West,4,3.00,"('9', '4', '2012')",2012
14,Hazel Bly,Scars of War (Modern Tales of Na Fianna #3),Hazel B. West,Createspace,6,4.00,"('8', '31', '2017')",2017
15,Hazel Bly,Street Arab's Ruse (Anthony Maxwell #2),Hazel B. West,,0,0.00,"(None, None, '2014')",2014
16,Hazel Bly,The Harpist's Conspiracy (Anthony Maxwell #3),Hazel B. West,,0,0.00,"(None, None, '2014')",2014
17,Hazel Bly,Wolf Hunt (By Blood or By Bond #0.3),Hazel B. West,Smashwords Edition,1,5.00,"('10', '17', '2012')",2012
18,Hazel Bly,Home Before the Harvest (By Blood or By Bond #0.2),Hazel B. West,,1,5.00,"('11', '11', '2012')",2012
19,Hazel Bly,Three Backstories From By Blood or By Bond (By Blood or By Bond),Hazel B. West,Createspace,0,0.00,"('12', '13', '2012')",2012
0,My Seventh-Grade Life in Tights,My Seventh-Grade Life in Tights,Brooks Benjamin,Delacorte/Random House,400,4.01,"('4', '12', '2016')",2016
0,"ERNESTINE, CATASTROPHE QUEEN","Ernestine, Catastrophe Queen",Merrill Wyatt,jimmy patterson,122,3.80,"('8', '7', '2018')",2018
0,M.F.K.,"Provence, 1970: M.F.K. Fisher, Julia Child, James Beard, and the Reinvention of American Taste",Luke Barr,Clarkson Potter,2939,3.66,"('10', '22', '2013')",2013
1,M.F.K.,The Art of Eating,M.F.K. Fisher,Houghton Mifflin Harcourt,5459,4.32,"('2', '20', '2004')",2004
2,M.F.K.,M.F.K.: Book One,Nilah Magruder,Insight Comics,706,3.64,"('9', '26', '2017')",2017
3,M.F.K.,The Gastronomical Me,M.F.K. Fisher,North Point Press,3319,4.20,"('10', '10', '1989')",1989
4,M.F.K.,How to Cook a Wolf,M.F.K. Fisher,North Point Press,2266,4.19,"('10', '1', '1988')",1988
5,M.F.K.,The Measure of Her Powers: An M.F.K. Fisher Reader,M.F.K. Fisher,Counterpoint,157,4.31,"('9', '11', '2000')",2000
6,M.F.K.,Love in a Dish . . . and Other Culinary Delights by M.F.K. Fisher,M.F.K. Fisher,Counterpoint,179,3.98,"('7', '1', '2011')",2011
7,M.F.K.,Consider the Oyster,M.F.K. Fisher,North Point Press,1156,4.21,"('10', '1', '1988')",1988
8,M.F.K.,An Extravagant Hunger: The Passionate Years of M.F.K. Fisher,Anne Zimmerman,Counterpoint,157,3.47,"('3', '15', '2011')",2011
9,M.F.K.,Serve It Forth,M.F.K. Fisher,North Point Press,854,4.18,"('9', '18', '2002')",2002
10,M.F.K.,"M.F.K. Fisher, Julia Child, and Alice Waters: Celebrating the Pleasures of the Table",Joan Reardon,Crown,49,3.57,"('10', '4', '1994')",1994
11,M.F.K.,From the Journals of M.F.K. Fisher,M.F.K. Fisher,Pantheon,45,4.18,"('10', '26', '1999')",1999
12,M.F.K.,Poet of the Appetites: The Lives and Loves of M.F.K. Fisher,Joan Reardon,North Point Press,92,3.88,"('10', '27', '2004')",2004
13,M.F.K.,As They Were,M.F.K. Fisher,Vintage,378,3.98,"('5', '12', '1983')",1983
14,M.F.K.,Two Towns in Provence,M.F.K. Fisher,Vintage,402,3.95,"('8', '12', '1983')",1983
